sgRNA	gene	HL60.final	KBM7.final
p71487225	ZNF23	805	737
p71487234	ZNF23	1490	1460
p71487930	ZNF23	167	407
m38126584	ZNF248	625	255
m38126597	ZNF248	619	1012
m38126914	ZNF248	287	145
m38126942	ZNF248	782	274
m38126981	ZNF248	1626	1017
m38126999	ZNF248	784	1243
m38127011	ZNF248	1148	866
m38127023	ZNF248	1201	974
p38126600	ZNF248	1566	1457
p38126953	ZNF248	179	396
m32920433	ZNF24	1199	1015
m32920441	ZNF24	2340	4483
m32920507	ZNF24	485	1346
m32920516	ZNF24	2322	1773
m32920526	ZNF24	872	664
m32920598	ZNF24	1468	2690
p32920463	ZNF24	464	444
p32920470	ZNF24	2443	2742
p32920498	ZNF24	2229	2415
p32920550	ZNF24	179	471
m146115319	ZNF250	509	832
m146115337	ZNF250	1272	991
m146115347	ZNF250	883	2080
m146115372	ZNF250	416	156
m146115422	ZNF250	1164	391
m146115702	ZNF250	683	741
p146115051	ZNF250	2806	3198
p146115383	ZNF250	389	751
p146115389	ZNF250	568	547
p146115425	ZNF250	846	1098
m145979606	ZNF251	1455	2270
m145979656	ZNF251	523	580
m145979663	ZNF251	378	542
m145979687	ZNF251	944	1494
p145979615	ZNF251	1408	1664
p145979666	ZNF251	381	448
p145979677	ZNF251	4498	1866
p145980069	ZNF251	1153	1074
p145980076	ZNF251	1157	895
p145980083	ZNF251	731	727
m24309083	ZNF254	2713	2312
m24309233	ZNF254	1778	1341
m24309543	ZNF254	3929	5012
m24309805	ZNF254	1478	3008
m24310717	ZNF254	1594	1641
p24288779	ZNF254	831	1554
p24309117	ZNF254	2596	2847
p24309192	ZNF254	897	1146
p24309466	ZNF254	0	0
p24309930	ZNF254	796	833
m58454001	ZNF256	981	1817
m58454008	ZNF256	417	126
m58455303	ZNF256	379	915
m58455379	ZNF256	1466	730
m58455389	ZNF256	224	137
m58455406	ZNF256	2339	2237
m58458823	ZNF256	1016	1789
m58458835	ZNF256	295	1213
p58455328	ZNF256	3057	3015
p58458795	ZNF256	899	1318
m116658252	ZNF259	515	158
m116658588	ZNF259	1528	1795
m116658694	ZNF259	1148	1537
p116658238	ZNF259	1139	2089
p116658272	ZNF259	1419	1169
p116658340	ZNF259	134	27
p116658550	ZNF259	1055	500
p116658574	ZNF259	223	1542
p116658594	ZNF259	453	1056
p116658602	ZNF259	1917	1423
m38246349	ZNF25	2215	1545
m38246377	ZNF25	2160	1702
m38246389	ZNF25	853	1217
m38246426	ZNF25	2017	1909
m38246434	ZNF25	2681	1789
m38246446	ZNF25	1379	2298
m38246458	ZNF25	1058	3633
p38246338	ZNF25	2078	2481
p38246414	ZNF25	1658	1329
p38246448	ZNF25	1328	1650
m37005823	ZNF260	1005	622
m37005899	ZNF260	620	996
m37005907	ZNF260	1684	1796
m37005961	ZNF260	1961	2065
m37006075	ZNF260	1072	1481
m37006127	ZNF260	3292	4945
m37006135	ZNF260	187	682
p37005687	ZNF260	1059	919
p37005720	ZNF260	777	1139
p37005757	ZNF260	694	1069
m3333840	ZNF263	819	1272
m3333859	ZNF263	132	442
m3333907	ZNF263	1353	1877
p3333805	ZNF263	1752	2280
p3333811	ZNF263	1498	969
p3333825	ZNF263	266	158
p3333830	ZNF263	1103	1214
p3333850	ZNF263	244	1078
p3333867	ZNF263	1097	1685
p3333874	ZNF263	577	1146
m57703307	ZNF264	1139	1916
m57705358	ZNF264	2709	4323
m57716772	ZNF264	714	1951
m57716778	ZNF264	1027	2539
p57703271	ZNF264	2700	2931
p57703280	ZNF264	2064	2234
p57703285	ZNF264	614	463
p57703292	ZNF264	2934	3773
p57705262	ZNF264	1454	2429
p57705346	ZNF264	543	692
m9525352	ZNF266	2798	2197
m9525378	ZNF266	952	1108
m9526331	ZNF266	1054	1482
m9526370	ZNF266	1675	1686
m9528505	ZNF266	941	1140
m9528531	ZNF266	1238	1899
m9529182	ZNF266	1009	1010
m9529192	ZNF266	445	776
p9525318	ZNF266	2323	2477
p9526323	ZNF266	520	1755
m31925824	ZNF267	758	1242
m31925997	ZNF267	945	529
m31926019	ZNF267	161	358
p31896479	ZNF267	815	424
p31896533	ZNF267	938	1181
p31925858	ZNF267	938	1606
p31925927	ZNF267	1792	2020
p31926045	ZNF267	1167	1059
p31926085	ZNF267	487	631
p31926099	ZNF267	1000	1542
m133758590	ZNF268	529	129
m133768500	ZNF268	499	702
m133768508	ZNF268	1604	2295
m133768513	ZNF268	940	1846
p133758572	ZNF268	1581	2235
p133758578	ZNF268	1398	1500
p133758593	ZNF268	221	188
p133768516	ZNF268	255	631
p133768533	ZNF268	1207	2122
p133768539	ZNF268	919	1740
m133563433	ZNF26	544	1509
m133583667	ZNF26	1556	1261
m133583707	ZNF26	1895	511
m133583743	ZNF26	1183	1351
p133563436	ZNF26	372	739
p133583623	ZNF26	497	1787
p133583635	ZNF26	665	650
p133583646	ZNF26	98	296
p133583655	ZNF26	513	101
p133583731	ZNF26	695	882
m64363702	ZNF273	611	672
m64363733	ZNF273	683	1068
m64378017	ZNF273	1501	1341
m64378630	ZNF273	572	758
m64388059	ZNF273	387	649
m64388266	ZNF273	800	1364
m64388477	ZNF273	390	585
m64388517	ZNF273	539	1084
p64363706	ZNF273	665	523
p64388402	ZNF273	1821	1866
m58718171	ZNF274	561	97
m58718200	ZNF274	583	1931
m58718209	ZNF274	1746	2166
m58718216	ZNF274	1933	1824
m58718221	ZNF274	733	966
m58718259	ZNF274	2057	1807
m58718273	ZNF274	590	1481
m58718292	ZNF274	574	893
p58718162	ZNF274	1567	1148
p58718282	ZNF274	549	421
m152611001	ZNF275	1953	2349
m152611008	ZNF275	903	999
m152611014	ZNF275	1616	2754
m152611047	ZNF275	3795	3777
m152611054	ZNF275	1387	1490
m152611066	ZNF275	1602	1067
m152612285	ZNF275	551	548
p152610993	ZNF275	1164	1671
p152611057	ZNF275	312	705
p152612287	ZNF275	840	1262
m89788959	ZNF276	2244	947
m89788995	ZNF276	1529	1938
m89789019	ZNF276	1188	1190
m89789051	ZNF276	1717	1170
p89788961	ZNF276	990	518
p89789001	ZNF276	1324	953
p89789009	ZNF276	1832	1913
p89789025	ZNF276	1055	186
p89789038	ZNF276	765	873
p89789055	ZNF276	1461	1685
m111846805	ZNF277	1605	1917
m111846821	ZNF277	765	1044
m111926926	ZNF277	878	503
m111926946	ZNF277	760	502
m111926953	ZNF277	539	116
m111926965	ZNF277	1037	1896
p111846770	ZNF277	575	488
p111846823	ZNF277	3003	3389
p111926913	ZNF277	1014	1846
p111926956	ZNF277	621	984
m22869727	ZNF280A	289	659
m22869807	ZNF280A	296	678
m22869849	ZNF280A	1098	1478
m22869881	ZNF280A	777	1476
m22869887	ZNF280A	1020	1814
p22869695	ZNF280A	2150	2321
p22869701	ZNF280A	2607	2834
p22869730	ZNF280A	649	1348
p22869873	ZNF280A	1054	1444
p22869895	ZNF280A	537	0
m22843582	ZNF280B	2220	2223
m22843620	ZNF280B	1623	1823
p22843386	ZNF280B	638	854
p22843394	ZNF280B	619	1144
p22843402	ZNF280B	273	232
p22843423	ZNF280B	1068	1152
p22843505	ZNF280B	534	604
p22843642	ZNF280B	447	1180
p22843664	ZNF280B	347	341
p22843670	ZNF280B	217	507
m129377613	ZNF280C	1956	2704
m129377656	ZNF280C	499	734
m129377775	ZNF280C	2554	4081
m129380867	ZNF280C	1658	1283
m129380892	ZNF280C	291	509
m129380923	ZNF280C	2968	4597
p129377603	ZNF280C	517	417
p129377645	ZNF280C	142	177
p129377763	ZNF280C	1059	1786
p129380822	ZNF280C	2746	4407
m56993372	ZNF280D	1847	1477
m56996353	ZNF280D	1255	1598
m56996409	ZNF280D	885	1374
m56996417	ZNF280D	640	213
m56996423	ZNF280D	2174	2302
p56993191	ZNF280D	1019	1058
p56993203	ZNF280D	618	1598
p56993227	ZNF280D	3262	5056
p56996308	ZNF280D	467	2053
p56996341	ZNF280D	336	593
m200378709	ZNF281	1601	1699
m200378718	ZNF281	744	832
m200378762	ZNF281	515	294
m200378768	ZNF281	2312	1025
m200378780	ZNF281	1483	2195
m200378792	ZNF281	2193	1980
m200378798	ZNF281	766	780
m200378804	ZNF281	643	1167
p200378746	ZNF281	899	797
p200378770	ZNF281	766	998
m148892779	ZNF282	692	779
m148892826	ZNF282	420	1491
m148892837	ZNF282	1137	1651
p148892679	ZNF282	2012	2207
p148892698	ZNF282	1161	1485
p148892707	ZNF282	2665	2070
p148892713	ZNF282	1990	2273
p148892739	ZNF282	2610	1245
p148892746	ZNF282	377	518
p148892782	ZNF282	425	673
m44339700	ZNF283	1414	1942
m44339730	ZNF283	3689	4438
m44339736	ZNF283	1571	1161
m44341232	ZNF283	428	677
m44341270	ZNF283	312	212
m44351162	ZNF283	899	2882
p44339671	ZNF283	866	1319
p44339681	ZNF283	962	2672
p44341281	ZNF283	2199	2396
p44341299	ZNF283	643	1328
m44580549	ZNF284	880	722
m44585283	ZNF284	748	1163
m44589901	ZNF284	265	634
m44589913	ZNF284	1517	1825
m44589973	ZNF284	1564	2931
p44585187	ZNF284	1296	416
p44585219	ZNF284	747	1875
p44585244	ZNF284	1233	2512
p44585271	ZNF284	503	469
p44589886	ZNF284	191	701
m15604546	ZNF286A	819	989
m15609766	ZNF286A	899	823
m15609804	ZNF286A	433	622
m15611476	ZNF286A	639	997
m15611483	ZNF286A	1580	1340
m15611488	ZNF286A	767	567
p15609702	ZNF286A	2843	1993
p15609723	ZNF286A	1129	1772
p15609728	ZNF286A	1129	499
p15609752	ZNF286A	1859	2686
m16470945	ZNF287	2576	1563
m16470965	ZNF287	2068	2065
m16470975	ZNF287	4621	4366
m16470988	ZNF287	499	422
m16471027	ZNF287	2817	3162
p16470851	ZNF287	2199	1493
p16470857	ZNF287	1624	1758
p16470915	ZNF287	3053	1114
p16470937	ZNF287	1118	1624
p16471015	ZNF287	2406	2516
m53304349	ZNF28	802	2441
m53304354	ZNF28	2178	2292
m53304627	ZNF28	1515	3243
m53304909	ZNF28	821	1518
m53304914	ZNF28	1169	1464
m53311301	ZNF28	1951	1743
p53304295	ZNF28	2652	2502
p53304367	ZNF28	202	436
p53304784	ZNF28	586	586
p53304923	ZNF28	2281	3234
m87865328	ZNF292	561	870
m87865398	ZNF292	290	361
p87865302	ZNF292	1493	2509
p87865311	ZNF292	2206	3262
p87865316	ZNF292	2565	3449
p87865333	ZNF292	1540	2926
p87865347	ZNF292	660	749
p87865362	ZNF292	1043	667
p87865370	ZNF292	1758	2017
p87865383	ZNF292	443	646
m45579361	ZNF296	1062	1178
m45579549	ZNF296	2636	3299
m45579614	ZNF296	178	431
p45579366	ZNF296	1704	870
p45579452	ZNF296	764	627
p45579522	ZNF296	663	1159
p45579553	ZNF296	1161	892
p45579559	ZNF296	135	498
p45579565	ZNF296	132	632
p45579576	ZNF296	142	377
m95845907	ZNF2	3363	3902
m95846846	ZNF2	723	581
m95846864	ZNF2	3030	4458
m95846917	ZNF2	997	860
p95843331	ZNF2	1870	3357
p95845956	ZNF2	223	309
p95845964	ZNF2	699	821
p95845975	ZNF2	1415	1734
p95845995	ZNF2	737	1840
p95846897	ZNF2	1200	1994
m150276447	ZNF300	718	304
m150276452	ZNF300	2101	2662
m150277624	ZNF300	3591	3893
m150277633	ZNF300	648	1116
m150277641	ZNF300	788	319
m150277663	ZNF300	1985	3004
m150277679	ZNF300	79	369
p150276457	ZNF300	1559	2029
p150276499	ZNF300	2448	2560
p150277670	ZNF300	565	621
m35175489	ZNF302	886	753
m35175589	ZNF302	1013	1117
m35175661	ZNF302	2963	1353
m35175837	ZNF302	3023	1969
m35175906	ZNF302	1043	1794
p35169696	ZNF302	640	767
p35175268	ZNF302	540	301
p35175579	ZNF302	1400	2130
p35175760	ZNF302	1277	1093
p35176048	ZNF302	2710	3539
m57865105	ZNF304	2066	1379
m57865151	ZNF304	544	722
p57863019	ZNF304	1170	972
p57863031	ZNF304	769	1050
p57863036	ZNF304	747	1383
p57863043	ZNF304	2677	3834
p57865088	ZNF304	574	705
p57865111	ZNF304	1656	2954
p57865133	ZNF304	1250	1590
p57865197	ZNF304	225	1196
m35422745	ZNF30	965	1827
m35424540	ZNF30	248	792
p35422749	ZNF30	464	857
p35422766	ZNF30	1323	2594
p35422793	ZNF30	503	300
p35422798	ZNF30	815	1699
p35422808	ZNF30	994	1332
p35422823	ZNF30	540	453
p35422874	ZNF30	2485	2366
p35424547	ZNF30	476	1217
m9266710	ZNF317	1135	808
m9267290	ZNF317	457	916
m9267296	ZNF317	376	364
m9267308	ZNF317	3518	3320
m9267318	ZNF317	481	557
m9267362	ZNF317	1595	2296
p9267279	ZNF317	1033	1436
p9267367	ZNF317	1503	2250
p9267372	ZNF317	667	1070
p9267394	ZNF317	1031	558
m43336966	ZNF318	836	1207
m43337000	ZNF318	293	555
m43337005	ZNF318	721	427
m43337046	ZNF318	413	220
m43337064	ZNF318	1210	600
p43336954	ZNF318	833	377
p43336978	ZNF318	1116	1443
p43337055	ZNF318	797	1259
p43337075	ZNF318	1950	2098
p43337082	ZNF318	626	952
m58032048	ZNF319	1186	1223
m58032056	ZNF319	1269	1858
m58032078	ZNF319	2726	3464
m58032157	ZNF319	709	926
p58032038	ZNF319	257	297
p58032058	ZNF319	1070	1222
p58032065	ZNF319	1944	1924
p58032086	ZNF319	196	424
p58032095	ZNF319	1299	2424
p58032122	ZNF319	1234	1132
m58965141	ZNF324B	2915	3283
m58965183	ZNF324B	3164	534
m58965606	ZNF324B	1280	1992
m58965614	ZNF324B	2385	2525
p58965058	ZNF324B	2289	2140
p58965064	ZNF324B	1996	3604
p58965114	ZNF324B	271	174
p58965167	ZNF324B	1060	1568
p58965598	ZNF324B	1246	1278
p58965617	ZNF324B	1289	1806
m58980551	ZNF324	1160	2175
m58980616	ZNF324	1406	1738
m58980625	ZNF324	3429	1559
m58980632	ZNF324	1135	2038
m58980667	ZNF324	498	494
m58981106	ZNF324	1894	1475
p58980542	ZNF324	2004	3377
p58980598	ZNF324	191	282
p58980641	ZNF324	1198	2526
p58981098	ZNF324	860	1900
m90460817	ZNF326	1273	891
m90463683	ZNF326	1122	715
m90470583	ZNF326	210	221
p90460806	ZNF326	364	728
p90463668	ZNF326	832	1053
p90463691	ZNF326	1047	1716
p90470557	ZNF326	631	1376
p90470563	ZNF326	1778	1106
p90470572	ZNF326	654	1275
p90470687	ZNF326	4015	4704
m58640710	ZNF329	1520	2157
m58640739	ZNF329	584	535
m58640763	ZNF329	51	167
m58640769	ZNF329	1853	2164
m58640794	ZNF329	393	187
m58640809	ZNF329	916	872
p58640722	ZNF329	724	1086
p58640753	ZNF329	399	822
p58640801	ZNF329	910	1654
p58640817	ZNF329	449	949
m44140189	ZNF32	760	651
m44140203	ZNF32	497	929
m44140210	ZNF32	873	1410
m44141543	ZNF32	1378	2410
m44141576	ZNF32	1310	3094
p44140119	ZNF32	1697	1449
p44140195	ZNF32	868	614
p44141508	ZNF32	1728	2670
p44141535	ZNF32	1551	1111
p44141546	ZNF32	2389	1607
m142147990	ZNF330	1696	2307
p142143536	ZNF330	1092	405
p142143623	ZNF330	2167	1569
p142145638	ZNF330	4481	3166
p142145809	ZNF330	2260	2189
p142147949	ZNF330	1919	2329
p142147964	ZNF330	457	538
p142147975	ZNF330	2478	1143
p142150731	ZNF330	1298	1795
p142150742	ZNF330	398	433
m54074912	ZNF331	1259	3558
m54074937	ZNF331	3209	3425
m54080049	ZNF331	1519	2078
m54080090	ZNF331	1751	1455
p54074922	ZNF331	230	354
p54074952	ZNF331	1192	1342
p54080030	ZNF331	1645	2539
p54080040	ZNF331	904	1221
p54080051	ZNF331	782	847
p54080081	ZNF331	2511	1979
m14805849	ZNF333	136	583
m14805898	ZNF333	384	263
p14805817	ZNF333	1314	1456
p14805823	ZNF333	2186	2078
p14805841	ZNF333	1330	924
p14805856	ZNF333	355	722
p14805867	ZNF333	3400	2755
p14805888	ZNF333	1253	1862
p14805906	ZNF333	1080	1672
p14805913	ZNF333	1058	814
m45132879	ZNF334	2572	3979
m45133254	ZNF334	2071	1957
m45133294	ZNF334	550	1804
m45133331	ZNF334	747	588
m45133336	ZNF334	2157	2099
m45133363	ZNF334	2335	2269
p45132869	ZNF334	1252	1809
p45133318	ZNF334	1576	1857
p45133342	ZNF334	1344	1373
p45133353	ZNF334	2233	3220
m44599888	ZNF335	972	2070
m44599963	ZNF335	1436	1130
m44599969	ZNF335	2428	2723
m44599975	ZNF335	486	419
m44600015	ZNF335	348	425
m44600033	ZNF335	670	331
p44599917	ZNF335	719	1270
p44599926	ZNF335	1067	579
p44599935	ZNF335	881	1282
p44599949	ZNF335	928	1000
m25666661	ZNF337	892	611
m25666685	ZNF337	727	1162
m25666707	ZNF337	386	558
m25666715	ZNF337	584	415
m25666743	ZNF337	607	1438
m25667035	ZNF337	1433	1837
m25667042	ZNF337	1674	2497
p25666697	ZNF337	532	889
p25667014	ZNF337	974	753
p25667024	ZNF337	1124	1076
m38305814	ZNF33A	1757	1426
m38306274	ZNF33A	509	697
m38306297	ZNF33A	1289	1881
m38306303	ZNF33A	1461	1653
m38343348	ZNF33A	761	1078
p38305794	ZNF33A	772	1222
p38306241	ZNF33A	954	864
p38306261	ZNF33A	2383	3111
p38343397	ZNF33A	3801	3518
p38343414	ZNF33A	798	1224
m43090015	ZNF33B	1506	1733
m43090142	ZNF33B	147	104
m43127375	ZNF33B	1406	536
m43127406	ZNF33B	2028	2186
m43127429	ZNF33B	682	515
m43127436	ZNF33B	989	1393
m43127870	ZNF33B	646	1044
p43090002	ZNF33B	1774	2749
p43127367	ZNF33B	369	293
p43127396	ZNF33B	254	182
m32319852	ZNF341	747	882
m32328725	ZNF341	3593	3575
m32328738	ZNF341	1318	1392
m32328768	ZNF341	1639	1514
p32319814	ZNF341	674	816
p32319826	ZNF341	797	1736
p32319832	ZNF341	165	192
p32328708	ZNF341	330	261
p32328730	ZNF341	315	377
p32328757	ZNF341	395	743
m2473399	ZNF343	866	722
m2473423	ZNF343	1291	1567
m2473455	ZNF343	1351	981
m2474166	ZNF343	1293	2727
m2474501	ZNF343	1422	721
p2473445	ZNF343	1252	2592
p2474195	ZNF343	589	1060
p2474503	ZNF343	1202	1051
p2474509	ZNF343	789	1039
p2474520	ZNF343	1759	3383
m176449796	ZNF346	960	998
m176449852	ZNF346	2313	3348
p176449735	ZNF346	1372	1505
p176449741	ZNF346	310	544
p176449786	ZNF346	1615	1116
p176449798	ZNF346	671	399
p176449804	ZNF346	1484	2084
p176449810	ZNF346	881	1237
p176449815	ZNF346	1531	1014
p176449836	ZNF346	816	416
m146003527	ZNF34	790	176
m146003855	ZNF34	857	480
m146005618	ZNF34	754	884
p146003516	ZNF34	1570	585
p146003530	ZNF34	423	396
p146003842	ZNF34	1896	1292
p146003847	ZNF34	1303	937
p146003858	ZNF34	1367	1881
p146003870	ZNF34	2282	940
p146003885	ZNF34	1054	718
m52471844	ZNF350	1007	909
m52471856	ZNF350	1515	1758
m52471870	ZNF350	1887	3013
m52471908	ZNF350	1763	2996
m52472325	ZNF350	885	651
m52472344	ZNF350	1545	2554
m52472371	ZNF350	806	1267
p52471827	ZNF350	1492	2832
p52471894	ZNF350	2409	3885
p52472305	ZNF350	685	1049
m178140564	ZNF354A	1355	1590
m178152378	ZNF354A	1020	926
m178152393	ZNF354A	1509	1173
m178152399	ZNF354A	866	1186
m178154068	ZNF354A	1137	2142
m178154078	ZNF354A	1169	1073
m178154104	ZNF354A	715	2042
m178154110	ZNF354A	647	837
p178140578	ZNF354A	1845	5636
p178140603	ZNF354A	1112	1413
m178293284	ZNF354B	253	159
p178293240	ZNF354B	512	539
p178293246	ZNF354B	2556	2616
p178293263	ZNF354B	850	1087
p178293272	ZNF354B	1587	825
p178294035	ZNF354B	2776	2881
p178294050	ZNF354B	421	957
p178309731	ZNF354B	1399	1980
p178309743	ZNF354B	1959	2225
p178309754	ZNF354B	2289	3612
m178503451	ZNF354C	2148	1362
m178503515	ZNF354C	910	890
m178504091	ZNF354C	154	413
m178504127	ZNF354C	1481	2093
p178489056	ZNF354C	269	89
p178489074	ZNF354C	999	842
p178503440	ZNF354C	547	554
p178503497	ZNF354C	1405	3089
p178504094	ZNF354C	1704	2264
p178504111	ZNF354C	1491	1753
m7584145	ZNF358	1784	1905
m7584157	ZNF358	1616	1919
m7584163	ZNF358	292	393
m7584172	ZNF358	719	1714
m7584179	ZNF358	755	1219
m7584221	ZNF358	889	1451
p7584124	ZNF358	809	1235
p7584129	ZNF358	433	803
p7584137	ZNF358	950	1360
p7584187	ZNF358	515	674
m44692648	ZNF35	460	1191
m44692680	ZNF35	710	948
m44692702	ZNF35	95	655
m44694064	ZNF35	983	1484
m44694083	ZNF35	565	903
p44692709	ZNF35	1306	2116
p44694043	ZNF35	1053	975
p44694050	ZNF35	831	731
p44694074	ZNF35	804	1263
p44694099	ZNF35	806	1171
m33736193	ZNF362	566	571
m33741742	ZNF362	1402	813
m33741749	ZNF362	3900	736
m33741758	ZNF362	333	463
m33741959	ZNF362	815	549
p33736175	ZNF362	808	884
p33736181	ZNF362	1509	2171
p33741938	ZNF362	794	1302
p33741971	ZNF362	2702	3801
p33741985	ZNF362	515	1649
m71757089	ZNF366	643	718
m71757095	ZNF366	1129	1515
m71757220	ZNF366	1802	1917
m71757274	ZNF366	1412	1925
m71757292	ZNF366	1779	2081
p71757120	ZNF366	823	732
p71757143	ZNF366	1491	1162
p71757168	ZNF366	350	843
p71757173	ZNF366	38	71
p71757223	ZNF366	3267	4685
m99180173	ZNF367	1016	895
m99180209	ZNF367	195	0
m99180286	ZNF367	481	373
m99180307	ZNF367	637	985
p99180177	ZNF367	734	895
p99180213	ZNF367	840	1614
p99180236	ZNF367	944	225
p99180243	ZNF367	3217	2460
p99180249	ZNF367	546	1049
p99180269	ZNF367	511	318
m38404142	ZNF37A	1123	2198
m38404202	ZNF37A	388	508
p38403677	ZNF37A	729	821
p38403690	ZNF37A	1911	1462
p38403720	ZNF37A	251	549
p38404145	ZNF37A	1872	1816
p38404150	ZNF37A	304	660
p38404158	ZNF37A	1693	2275
p38406402	ZNF37A	564	1163
p38406556	ZNF37A	426	304
m37100893	ZNF382	922	1249
m37100941	ZNF382	495	405
p37100881	ZNF382	1541	1577
p37100905	ZNF382	727	1251
p37100932	ZNF382	496	480
p37101540	ZNF382	1818	1514
p37101567	ZNF382	634	347
p37101574	ZNF382	802	793
p37101587	ZNF382	1728	2423
p37101622	ZNF382	1065	1193
m37721356	ZNF383	394	679
m37726515	ZNF383	209	509
m37726894	ZNF383	1608	1398
p37721342	ZNF383	1100	1895
p37726488	ZNF383	1854	2033
p37726502	ZNF383	2104	1656
p37726545	ZNF383	1437	1303
p37726554	ZNF383	802	1213
p37726896	ZNF383	248	646
p37726924	ZNF383	793	1190
m6788216	ZNF384	158	481
m6788227	ZNF384	5	41
m6788290	ZNF384	2247	1546
m6788296	ZNF384	1146	2312
m6788318	ZNF384	2361	2889
m6788650	ZNF384	80	560
p6788241	ZNF384	1062	2336
p6788281	ZNF384	3091	2285
p6788614	ZNF384	2635	2424
p6788637	ZNF384	751	1836
m54769722	ZNF385A	1234	916
p54769657	ZNF385A	1335	1884
p54769669	ZNF385A	455	413
p54769709	ZNF385A	1391	735
p54778210	ZNF385A	1468	757
p54778216	ZNF385A	1094	2019
p54778221	ZNF385A	3386	4097
p54778246	ZNF385A	2070	2266
p54778258	ZNF385A	912	770
p54778266	ZNF385A	580	573
m180348151	ZNF385B	303	214
m180383327	ZNF385B	757	1360
m180409577	ZNF385B	1251	2912
m180409627	ZNF385B	1156	1544
p180348124	ZNF385B	436	688
p180348131	ZNF385B	604	703
p180348136	ZNF385B	1121	749
p180383288	ZNF385B	149	878
p180383313	ZNF385B	1183	3163
p180409611	ZNF385B	1899	1829
m40186346	ZNF385C	1213	1311
m40189794	ZNF385C	658	925
m40189890	ZNF385C	1085	1860
m40189897	ZNF385C	126	82
m40190033	ZNF385C	856	1039
p40186324	ZNF385C	831	502
p40189745	ZNF385C	1628	2554
p40189784	ZNF385C	744	774
p40189809	ZNF385C	1256	2041
p40189834	ZNF385C	1766	2075
m21606137	ZNF385D	466	1471
p21606147	ZNF385D	1077	2029
p21706368	ZNF385D	1408	3200
p21706402	ZNF385D	2154	1719
p21706407	ZNF385D	1637	1278
p21706435	ZNF385D	236	662
p21706444	ZNF385D	1447	1043
p21706471	ZNF385D	326	218
p21706480	ZNF385D	1760	3228
p21706487	ZNF385D	1396	1762
m27368160	ZNF391	973	1395
m27368185	ZNF391	875	741
m27368242	ZNF391	1862	2452
m27368328	ZNF391	1626	1515
m27368336	ZNF391	133	0
m27368355	ZNF391	1039	1113
m27368473	ZNF391	568	462
m27368501	ZNF391	1440	2195
m27368511	ZNF391	3225	3372
p27368143	ZNF391	1035	1217
m99097615	ZNF394	2228	2381
m99097634	ZNF394	1638	1531
m99097655	ZNF394	957	621
m99097661	ZNF394	1220	1474
m99097669	ZNF394	1435	697
m99097687	ZNF394	500	701
m99097692	ZNF394	635	944
p99097620	ZNF394	1670	3261
p99097641	ZNF394	553	333
p99097673	ZNF394	93	83
m28218564	ZNF395	783	968
m28218589	ZNF395	1036	682
m28218597	ZNF395	480	783
m28218615	ZNF395	2134	2084
p28218521	ZNF395	1368	1832
p28218526	ZNF395	458	955
p28218568	ZNF395	860	1627
p28218577	ZNF395	435	274
p28218601	ZNF395	1790	1484
p28218607	ZNF395	2039	2394
m32822465	ZNF397	1498	1262
m32822473	ZNF397	784	963
m32822482	ZNF397	800	356
m32822528	ZNF397	234	453
m32822567	ZNF397	634	1617
m32822627	ZNF397	622	1193
p32822421	ZNF397	3454	4005
p32822428	ZNF397	501	466
p32822454	ZNF397	1193	1571
p32822530	ZNF397	805	1202
m148863928	ZNF398	1718	2710
m148863978	ZNF398	238	88
m148863988	ZNF398	704	1087
m148864015	ZNF398	925	1282
m148873564	ZNF398	1361	1241
p148863353	ZNF398	210	648
p148863934	ZNF398	499	1628
p148863957	ZNF398	1900	2175
p148863969	ZNF398	3154	3814
p148873571	ZNF398	1564	2922
m99672868	ZNF3	815	375
m99673178	ZNF3	907	1418
m99674943	ZNF3	1665	1906
m99674952	ZNF3	1131	756
m99674970	ZNF3	882	1620
p99673152	ZNF3	1888	2371
p99673160	ZNF3	796	1290
p99674916	ZNF3	1047	725
p99674924	ZNF3	956	992
p99674959	ZNF3	942	1480
m44378149	ZNF404	2231	2288
m44378157	ZNF404	3296	2318
m44384163	ZNF404	2236	2622
m44384173	ZNF404	621	1741
m44384215	ZNF404	481	336
m44384224	ZNF404	427	822
m44384245	ZNF404	265	198
p44378110	ZNF404	1812	1512
p44378210	ZNF404	179	145
p44384262	ZNF404	1157	786
m72343060	ZNF407	2202	2362
m72343080	ZNF407	1510	1469
m72343195	ZNF407	1272	1464
m72343226	ZNF407	803	1343
p72343050	ZNF407	649	906
p72343097	ZNF407	628	605
p72343146	ZNF407	1230	1354
p72343180	ZNF407	699	789
p72343263	ZNF407	890	1005
p72343287	ZNF407	692	948
m46722964	ZNF408	970	1542
m46722970	ZNF408	497	1263
m46722988	ZNF408	621	613
m46722993	ZNF408	530	392
m46723015	ZNF408	240	592
m46723027	ZNF408	241	416
m46723032	ZNF408	784	424
m46723037	ZNF408	4747	3690
p46722956	ZNF408	915	2072
p46722977	ZNF408	435	626
m74364956	ZNF410	1599	2121
m74370678	ZNF410	0	74
m74370765	ZNF410	586	1333
m74370781	ZNF410	622	1409
m74370801	ZNF410	1097	1727
p74370670	ZNF410	483	1143
p74370733	ZNF410	3276	3068
p74370743	ZNF410	803	629
p74370755	ZNF410	1070	1970
p74370791	ZNF410	853	1199
m8578191	ZNF414	1471	2826
p8578093	ZNF414	1390	1677
p8578098	ZNF414	801	1442
p8578147	ZNF414	376	466
