sgRNA_id gene_id list adjusted_ratio
p29018106 GMEB1 list -1.935739
m62250632 GMEB2 list -0.780141
m62250664 GMEB2 list 0.436001
m62250673 GMEB2 list 0.623156
m62250679 GMEB2 list -0.614662
m62250695 GMEB2 list 0.045453
m62250710 GMEB2 list -0.703571
m62250716 GMEB2 list -0.561443
p62250604 GMEB2 list 0.084770
p62250718 GMEB2 list -0.962774
p62250729 GMEB2 list 0.412327
m143921861 GML list -0.677666
m143921869 GML list -0.031774
m143921876 GML list 1.507802
m143921881 GML list 0.709014
m143921891 GML list 0.586818
m143921905 GML list 1.040162
m143921911 GML list -0.455838
m143922555 GML list 0.674109
m143922589 GML list -0.014407
p143922543 GML list -2.925859
m190578527 GMNC list 0.376231
m190578538 GMNC list 1.319047
m190578547 GMNC list 0.625256
m190578609 GMNC list 0.132172
p190578560 GMNC list 0.557387
p190578567 GMNC list 1.310989
p190578583 GMNC list -0.483339
p190578601 GMNC list -1.381100
p190578612 GMNC list -0.081479
p190578620 GMNC list 0.664513
m24777483 GMNN list -0.598914
m24780932 GMNN list 1.119562
m24781745 GMNN list -0.965590
m24781822 GMNN list -0.421687
p24777503 GMNN list -0.293700
p24780920 GMNN list -0.650622
p24781749 GMNN list 0.071473
p24781802 GMNN list -1.142146
p24781827 GMNN list 0.573504
p24784318 GMNN list -0.566731
m79818414 GNAI1 list 0.235959
m79818476 GNAI1 list 0.371400
m79818542 GNAI1 list 0.566831
p79818400 GNAI1 list -0.161069
p79818438 GNAI1 list -0.207470
p79818479 GNAI1 list 1.348737
p79818486 GNAI1 list 1.658934
p79818508 GNAI1 list -3.404379
p79818521 GNAI1 list 1.405497
p79828549 GNAI1 list 0.546608
m80412550 GNAQ list -0.310815
m80537078 GNAQ list 1.393267
m80537117 GNAQ list -2.368836
m80537248 GNAQ list 3.345883
m80646039 GNAQ list -0.111917
p80412506 GNAQ list 0.994138
p80412511 GNAQ list 1.452635
p80412523 GNAQ list 0.386517
p80537097 GNAQ list -0.317229
p80537109 GNAQ list 0.231789
m52446261 GNB5 list 0.421700
m52446267 GNB5 list 0.724193
m52471970 GNB5 list -1.761408
m52471994 GNB5 list 0.202051
m52472000 GNB5 list 1.397885
m52472008 GNB5 list 0.607526
m52472024 GNB5 list -0.170625
m52472042 GNB5 list -0.826319
m52472065 GNB5 list -0.549025
p52471962 GNB5 list 1.108168
m38059397 GNL2 list -2.510223
m38059428 GNL2 list -1.293201
m38061377 GNL2 list -0.100172
m38061399 GNL2 list -1.107612
p38059387 GNL2 list 1.060623
p38061351 GNL2 list -0.160753
p38061357 GNL2 list -0.654963
p38061362 GNL2 list -0.293310
p38061369 GNL2 list 0.390789
p38061390 GNL2 list -0.103193
m54565499 GNL3L list 0.112996
m54565506 GNL3L list -0.163705
m54565525 GNL3L list -1.950368
m54566601 GNL3L list 0.762338
m54566633 GNL3L list -0.526328
p54565479 GNL3L list 0.200408
p54565512 GNL3L list -2.021316
p54566652 GNL3L list 1.874022
p54567697 GNL3L list 0.004861
p54567718 GNL3L list 0.554614
m52721321 GNL3 list 0.261984
m52721332 GNL3 list -1.928734
m52721354 GNL3 list 1.671827
p52720802 GNL3 list -0.556020
p52721312 GNL3 list -0.482760
p52721338 GNL3 list 0.014081
p52721367 GNL3 list -1.507544
p52721376 GNL3 list 0.104748
p52721530 GNL3 list -0.575511
p52721537 GNL3 list 0.212516
m102190533 GNPTAB list 1.312591
m102224343 GNPTAB list 0.812878
m102224379 GNPTAB list 0.243965
m102224400 GNPTAB list 0.980626
p102224326 GNPTAB list -1.504801
p102224333 GNPTAB list 0.037943
p102224386 GNPTAB list -0.638918
p102224392 GNPTAB list -0.263664
p102224402 GNPTAB list 0.006366
p102224416 GNPTAB list -0.918556
m131030214 GOLGA2 list 0.096947
m131030700 GOLGA2 list 0.671626
m131030750 GOLGA2 list 0.805175
m131030796 GOLGA2 list -2.261257
m131036222 GOLGA2 list -0.780859
p131030217 GOLGA2 list -0.003688
p131030396 GOLGA2 list -0.472991
p131030776 GOLGA2 list 0.429317
p131038182 GOLGA2 list -0.450689
p131038201 GOLGA2 list 0.629986
m133398596 GOLGA3 list 0.600326
m133398661 GOLGA3 list 0.219312
m133398677 GOLGA3 list 0.657810
m133398688 GOLGA3 list 1.583134
m133398701 GOLGA3 list -1.409042
m133398709 GOLGA3 list 1.889953
p133398578 GOLGA3 list 0.598119
p133398583 GOLGA3 list 0.284318
p133398601 GOLGA3 list -0.654944
p133398693 GOLGA3 list 1.274987
m167812913 GOLIM4 list -1.243265
m167812937 GOLIM4 list -0.953047
m167812943 GOLIM4 list 0.387887
m167812953 GOLIM4 list -1.000951
m167812990 GOLIM4 list -0.987943
m167813002 GOLIM4 list 0.027586
m167813040 GOLIM4 list 0.339324
m167813064 GOLIM4 list 1.786265
p167812923 GOLIM4 list -0.027419
p167813009 GOLIM4 list -0.231356
m32174058 GOLPH3 list 0.038310
m32174101 GOLPH3 list 0.183295
m32174114 GOLPH3 list 2.432910
p32174020 GOLPH3 list -0.510206
p32174050 GOLPH3 list 0.779449
p32174061 GOLPH3 list 1.802039
p32174071 GOLPH3 list 1.344238
p32174088 GOLPH3 list -0.516337
p32174103 GOLPH3 list 2.089034
p32174119 GOLPH3 list 0.731901
m155823426 GON4L list 0.156840
m155823441 GON4L list 0.190465
m155823459 GON4L list -0.806009
m155823507 GON4L list 0.769530
m155823518 GON4L list 1.313526
p155823398 GON4L list 1.128565
p155823406 GON4L list 0.307498
p155823449 GON4L list 1.036600
p155823468 GON4L list 1.431419
p155823541 GON4L list 1.277103
m170501288 GORAB list 0.477075
m170508355 GORAB list -0.354012
m170508464 GORAB list 0.455259
m170508475 GORAB list -0.402613
p170501310 GORAB list 0.253955
p170501352 GORAB list 0.382070
p170501357 GORAB list -0.322213
p170501372 GORAB list 0.971370
p170501383 GORAB list -0.291798
p170501403 GORAB list -0.100442
m39148997 GORASP1 list -1.043609
m39149024 GORASP1 list -0.394007
p39144981 GORASP1 list -0.091231
p39144989 GORASP1 list 0.008433
p39145001 GORASP1 list 1.317380
p39145006 GORASP1 list 0.701111
p39148969 GORASP1 list 0.003596
p39148981 GORASP1 list -1.111470
p39149004 GORASP1 list 0.084836
p39149011 GORASP1 list 0.802054
m171806151 GORASP2 list -0.931406
m171806182 GORASP2 list 0.123968
m171806734 GORASP2 list -0.645404
m171806758 GORASP2 list 0.019934
m171807857 GORASP2 list -0.674247
m171807882 GORASP2 list 1.253684
p171806201 GORASP2 list -0.979100
p171806721 GORASP2 list 0.679694
p171806778 GORASP2 list 0.369577
p171807931 GORASP2 list -0.459974
m33572151 GPATCH1 list 0.411167
m33572162 GPATCH1 list -0.951475
m33579050 GPATCH1 list 1.902121
m33579059 GPATCH1 list -2.086913
p33572088 GPATCH1 list -2.052477
p33572113 GPATCH1 list 0.193351
p33572123 GPATCH1 list -1.418377
p33572129 GPATCH1 list -0.654284
p33572134 GPATCH1 list -0.419807
p33572143 GPATCH1 list 0.541763
m46120899 GPBP1L1 list 0.443073
m46120941 GPBP1L1 list -0.288603
m46120947 GPBP1L1 list -0.150393
m46124701 GPBP1L1 list -0.621108
p46120464 GPBP1L1 list 1.430667
p46120855 GPBP1L1 list 1.124922
p46120928 GPBP1L1 list -0.388490
p46120933 GPBP1L1 list 0.395375
p46124691 GPBP1L1 list -0.210802
p46124715 GPBP1L1 list 0.241809
m56542214 GPBP1 list 1.659724
m56542233 GPBP1 list -1.054121
m56542263 GPBP1 list -0.143834
m56542286 GPBP1 list -1.292312
m56542954 GPBP1 list 0.429961
m56542965 GPBP1 list -1.301864
m56543007 GPBP1 list 1.236306
p56542200 GPBP1 list 1.031522
p56542236 GPBP1 list -0.760959
p56542254 GPBP1 list -0.845150
m34856196 GPI list 1.045330
m34856203 GPI list 1.278620
m34856224 GPI list 0.274579
m34856233 GPI list -0.116651
m34856238 GPI list -0.378197
m34856248 GPI list -0.241827
m34856254 GPI list -0.339262
m34856268 GPI list -0.012224
m34856287 GPI list 0.853011
p34856271 GPI list 0.535589
m48979956 GPKOW list -0.058132
m48979962 GPKOW list 0.385866
m48979968 GPKOW list 1.278175
m48979978 GPKOW list 0.508044
m48979985 GPKOW list 0.660117
m48980055 GPKOW list 1.238263
p48979929 GPKOW list -0.181198
p48979970 GPKOW list 0.152073
p48979998 GPKOW list 1.665940
p48980022 GPKOW list -0.973429
m46993635 GPR110 list 1.497150
m46993688 GPR110 list 0.484861
m46993709 GPR110 list 0.198526
m46996732 GPR110 list 0.906447
m46996750 GPR110 list -0.471501
m46996779 GPR110 list 0.726116
p46993621 GPR110 list -1.806607
p46993680 GPR110 list -1.345695
p46993714 GPR110 list 0.932081
p46996737 GPR110 list -1.331221
m105518309 GPR132 list 0.196613
m105518322 GPR132 list 1.269264
m105518334 GPR132 list 0.264002
m105518340 GPR132 list -0.335426
m105518350 GPR132 list -0.785676
p105518356 GPR132 list -0.320035
p105518362 GPR132 list 0.776498
p105518370 GPR132 list 2.667865
p105518376 GPR132 list 0.902483
p105518387 GPR132 list 0.118720
m19884016 GPRC5B list 0.517538
m19884052 GPRC5B list 0.017487
m19884057 GPRC5B list 0.390553
m19884091 GPRC5B list 0.544445
m19884130 GPRC5B list 0.332658
p19884018 GPRC5B list 0.720330
p19884025 GPRC5B list 1.626107
p19884043 GPRC5B list -0.452255
p19884094 GPRC5B list 0.617822
p19884109 GPRC5B list 0.698766
m80011156 GPS1 list -2.563720
m80011164 GPS1 list -1.904739
m80011186 GPS1 list 1.067798
m80011196 GPS1 list -1.391965
m80011236 GPS1 list -0.666657
m80011765 GPS1 list 1.177565
p80011202 GPS1 list -1.548719
p80011739 GPS1 list -1.557334
p80011752 GPS1 list -1.183524
p80011771 GPS1 list -1.483181
m7218279 GPS2 list 1.935721
m7218284 GPS2 list -1.265812
m7218301 GPS2 list -1.424997
m7218325 GPS2 list 1.598431
m7218358 GPS2 list 0.429935
p7218292 GPS2 list -0.426881
p7218305 GPS2 list -0.644565
p7218311 GPS2 list -1.492137
p7218317 GPS2 list -0.528948
p7218350 GPS2 list 0.563725
m139250212 GPSM1 list -1.334872
m139250284 GPSM1 list -0.538777
m139250796 GPSM1 list -0.142773
m139250820 GPSM1 list 0.129941
m139250826 GPSM1 list -1.325314
m139250842 GPSM1 list -0.542303
p139250232 GPSM1 list -2.366049
p139250276 GPSM1 list 2.019842
p139250788 GPSM1 list 0.237502
p139250844 GPSM1 list 0.300237
m109439551 GPSM2 list -0.978055
m109439629 GPSM2 list 0.461953
m109439667 GPSM2 list -1.092506
m109439686 GPSM2 list 1.061182
p109439488 GPSM2 list -0.050109
p109439494 GPSM2 list 2.347551
p109439499 GPSM2 list -0.841065
p109439534 GPSM2 list -0.280838
p109439567 GPSM2 list 1.566293
p109439611 GPSM2 list 0.481200
m65409311 GPX2 list 0.775904
m65409325 GPX2 list -0.461728
m65409365 GPX2 list 1.368838
m65409393 GPX2 list -0.719332
m65409398 GPX2 list -0.626298
p65409278 GPX2 list 0.109770
p65409290 GPX2 list -1.619030
p65409333 GPX2 list 0.102587
p65409402 GPX2 list 0.787555
p65409423 GPX2 list -1.909118
m40343126 GRAP2 list -0.773268
m40351869 GRAP2 list 0.130793
m40351885 GRAP2 list 0.855634
m40351905 GRAP2 list 0.752718
p40343130 GRAP2 list 1.416094
p40343152 GRAP2 list 0.994422
p40351830 GRAP2 list 0.463252
p40351840 GRAP2 list -0.452047
p40351848 GRAP2 list -1.058654
p40356067 GRAP2 list 0.334496
m73317869 GRB2 list 1.060712
m73317882 GRB2 list -0.111054
m73328831 GRB2 list -0.366790
m73328844 GRB2 list -3.305046
m73328851 GRB2 list -1.277398
p73317889 GRB2 list -0.036737
p73328765 GRB2 list -4.277242
p73328788 GRB2 list 1.029223
p73389673 GRB2 list -1.133517
p73389679 GRB2 list -1.253511
m10095053 GRHL1 list 1.399567
m10095086 GRHL1 list 1.428013
m10095142 GRHL1 list 1.679485
m10095159 GRHL1 list 1.062976
p10091949 GRHL1 list 0.820874
p10095037 GRHL1 list 0.817554
p10095069 GRHL1 list 0.277945
p10095088 GRHL1 list 0.616913
p10095094 GRHL1 list 0.741674
p10095112 GRHL1 list 0.379581
m102555488 GRHL2 list 0.178087
m102555496 GRHL2 list -0.953381
m102555502 GRHL2 list 0.397775
m102555510 GRHL2 list -0.672254
m102555524 GRHL2 list 0.016258
m102555533 GRHL2 list 0.017113
m102555539 GRHL2 list 0.549730
m102555554 GRHL2 list 1.314077
p102504990 GRHL2 list -0.668373
p102555546 GRHL2 list 0.960100
m24658076 GRHL3 list -0.369830
m24661140 GRHL3 list 0.941584
m24662970 GRHL3 list 1.025269
p24658030 GRHL3 list 0.091951
p24658050 GRHL3 list -0.570727
p24658080 GRHL3 list 0.677311
p24661121 GRHL3 list -1.387075
p24661129 GRHL3 list 0.072371
p24661149 GRHL3 list 0.745163
p24661174 GRHL3 list 0.669658
m114321726 GRK1 list 0.158834
m114321735 GRK1 list -0.927100
m114321757 GRK1 list -1.164347
m114321783 GRK1 list 0.248833
p114321689 GRK1 list 2.183905
p114321697 GRK1 list -1.611760
p114321706 GRK1 list 0.432755
p114321737 GRK1 list 0.811533
p114321749 GRK1 list -0.210578
p114321771 GRK1 list 0.272728
m2965822 GRK4 list -0.892109
m2990488 GRK4 list 1.049416
m2990530 GRK4 list 0.212677
p2965796 GRK4 list 1.103889
p2965827 GRK4 list -1.345378
p2990470 GRK4 list -0.084111
p2990519 GRK4 list -0.180121
p2990535 GRK4 list -0.553764
p2990544 GRK4 list -1.203059
p2993946 GRK4 list -0.806504
m120967454 GRK5 list -1.278873
m120967475 GRK5 list -0.542537
m121086076 GRK5 list -1.449365
m121086085 GRK5 list -0.271813
m121086109 GRK5 list 0.786823
m121140325 GRK5 list 1.445255
p120967416 GRK5 list -0.046505
p120967459 GRK5 list 0.751358
p121086093 GRK5 list -1.154522
p121086101 GRK5 list 0.234394
m176853892 GRK6 list -1.657132
m176857924 GRK6 list -0.285984
m176857930 GRK6 list 0.487885
m176859030 GRK6 list 0.997138
m176859041 GRK6 list 0.383133
p176853866 GRK6 list -0.025959
p176857859 GRK6 list -0.409802
p176857946 GRK6 list 1.232262
p176859013 GRK6 list 1.519107
p176859046 GRK6 list -0.000465
m141497145 GRK7 list -0.139500
m141497155 GRK7 list -0.883007
m141497172 GRK7 list 0.579278
m141497184 GRK7 list 1.236813
m141497192 GRK7 list -1.569451
p141497116 GRK7 list 0.089927
p141497158 GRK7 list 0.519503
p141497163 GRK7 list -1.219460
p141497199 GRK7 list -1.345344
p141497225 GRK7 list -0.035544
m48949320 GRWD1 list 0.990456
m48949341 GRWD1 list -0.184217
m48949348 GRWD1 list 1.434526
p48949255 GRWD1 list -1.047793
p48949260 GRWD1 list -1.173448
p48949280 GRWD1 list 1.109054
p48949304 GRWD1 list -0.002695
p48949322 GRWD1 list -0.561722
p48949327 GRWD1 list 0.847869
p48949333 GRWD1 list 2.022102
m19137415 GSC2 list 0.042295
m19137420 GSC2 list -1.088418
m19137587 GSC2 list -2.260315
m19137781 GSC2 list 1.098926
p19137523 GSC2 list 0.285221
p19137625 GSC2 list -0.311570
p19137650 GSC2 list 0.499253
p19137699 GSC2 list -0.842862
p19137712 GSC2 list 1.797826
p19137718 GSC2 list -0.617693
m95236191 GSC list 1.969479
m95236209 GSC list -0.069832
m95236235 GSC list 0.584315
m95236246 GSC list 0.983507
m95236279 GSC list 1.838959
m95236310 GSC list -0.174277
p95236178 GSC list 0.428339
p95236284 GSC list 0.010652
p95236289 GSC list -1.317431
p95236322 GSC list -0.934954
m3627310 GSG2 list 0.161760
m3627315 GSG2 list 0.968650
m3627323 GSG2 list 1.264753
m3627336 GSG2 list 0.036986
m3627348 GSG2 list 2.413103
p3627225 GSG2 list 0.835820
p3627232 GSG2 list 1.228921
p3627239 GSG2 list -0.709539
p3627284 GSG2 list 0.628547
p3627326 GSG2 list 0.799138
m42746458 GSK3A list -0.254641
m42746469 GSK3A list -1.131794
m42746537 GSK3A list -1.889706
m42746543 GSK3A list -0.067442
m42746550 GSK3A list -1.129203
m42746584 GSK3A list -0.292067
m42746597 GSK3A list -0.706770
m42746605 GSK3A list -0.750839
m42746612 GSK3A list -0.305843
p42746488 GSK3A list -0.780253
m119721037 GSK3B list -0.317434
m119721042 GSK3B list -3.061800
m119721053 GSK3B list -0.321611
m119721068 GSK3B list -0.332296
m119721076 GSK3B list -1.108859
m119812235 GSK3B list -0.168147
m119812272 GSK3B list -0.614896
p119812213 GSK3B list -1.564066
p119812239 GSK3B list -1.089259
p119812245 GSK3B list -0.204148
m11990464 GSPT1 list -0.104235
m11990510 GSPT1 list -0.300832
m11990534 GSPT1 list 0.502251
m11990544 GSPT1 list -0.256301
m11990568 GSPT1 list -1.172965
m11990603 GSPT1 list -1.220804
m11991698 GSPT1 list -0.350375
p11990501 GSPT1 list -0.088662
p11990515 GSPT1 list -1.300029
p11990593 GSPT1 list -1.898490
m51486723 GSPT2 list 0.374090
m51486759 GSPT2 list -1.069674
m51486822 GSPT2 list -0.005827
m51486852 GSPT2 list 0.214628
m51486871 GSPT2 list -0.788312
p51486709 GSPT2 list 1.548694
p51486744 GSPT2 list 1.256145
p51486751 GSPT2 list 0.172646
p51486808 GSPT2 list -0.923316
p51486814 GSPT2 list -1.596868
m67351609 GSTP1 list -1.106536
m67351619 GSTP1 list 1.205638
m67351632 GSTP1 list -1.341025
m67351938 GSTP1 list -0.808585
m67351949 GSTP1 list 0.222017
p67351599 GSTP1 list 0.408641
p67351941 GSTP1 list 0.119183
p67351951 GSTP1 list -0.067462
p67351961 GSTP1 list -0.577552
p67351968 GSTP1 list -0.914719
m54966524 GSX2 list 1.152466
m54966557 GSX2 list 0.913758
m54966565 GSX2 list -0.600352
m54966571 GSX2 list 0.597932
m54966592 GSX2 list 0.751559
m54966630 GSX2 list -0.464330
m54966655 GSX2 list -0.223280
p54966528 GSX2 list -0.627733
p54966539 GSX2 list 1.156768
p54966595 GSX2 list 1.261782
m48845020 GTF2A1L list 2.294414
m48848367 GTF2A1L list 0.536001
m48848374 GTF2A1L list 0.702055
m48848395 GTF2A1L list -0.914802
m48848409 GTF2A1L list -0.185737
m48869557 GTF2A1L list 0.057497
m48869585 GTF2A1L list 0.194843
p48845009 GTF2A1L list 1.514937
p48848298 GTF2A1L list 0.080339
p48869539 GTF2A1L list -0.283840
m81670245 GTF2A1 list 0.721625
m81670270 GTF2A1 list -0.651622
m81670410 GTF2A1 list -0.272032
m81670420 GTF2A1 list -0.876191
p81667979 GTF2A1 list 0.402063
p81670236 GTF2A1 list -0.615459
p81670252 GTF2A1 list 0.324115
p81670303 GTF2A1 list 0.117942
p81670309 GTF2A1 list 1.085449
p81670400 GTF2A1 list -0.608403
m59934370 GTF2A2 list -0.310117
m59934391 GTF2A2 list -1.060574
m59934425 GTF2A2 list -2.639229
m59942869 GTF2A2 list -1.373163
m59942888 GTF2A2 list 0.461800
m59942893 GTF2A2 list -1.764948
m59942902 GTF2A2 list -2.065084
m59944403 GTF2A2 list -0.737284
p59942923 GTF2A2 list 0.352551
p59942932 GTF2A2 list -1.143977
m89329778 GTF2B list -0.739266
m89329791 GTF2B list -0.394274
m89352945 GTF2B list 1.050907
m89352952 GTF2B list -2.871845
m89352957 GTF2B list -1.239333
m89352981 GTF2B list -0.633816
m89357167 GTF2B list 0.228313
p89329770 GTF2B list -1.722581
p89352959 GTF2B list -0.695225
p89353014 GTF2B list -0.683400
m120469410 GTF2E1 list 0.491649
m120469419 GTF2E1 list 0.008832
m120469432 GTF2E1 list -0.854440
m120469493 GTF2E1 list -0.394496
m120469499 GTF2E1 list -1.344238
p120469424 GTF2E1 list -0.578357
p120469445 GTF2E1 list 0.479265
p120469473 GTF2E1 list -1.028844
p120469479 GTF2E1 list 2.769536
p120469512 GTF2E1 list 0.494224
m30472158 GTF2E2 list 0.553898
m30472218 GTF2E2 list -0.413663
m30492550 GTF2E2 list 0.276466
m30492582 GTF2E2 list 0.395856
m30492594 GTF2E2 list -0.849810
m30492603 GTF2E2 list 0.146452
m30492630 GTF2E2 list -0.928218
m30510969 GTF2E2 list 0.142639
p30511081 GTF2E2 list -0.410061
p30511086 GTF2E2 list -0.881293
m6389551 GTF2F1 list -0.914063
m6389580 GTF2F1 list 0.279334
m6389586 GTF2F1 list -0.487367
m6391914 GTF2F1 list -0.592871
m6391921 GTF2F1 list 0.657055
p6389542 GTF2F1 list -1.293871
p6389570 GTF2F1 list 0.230310
p6392880 GTF2F1 list -0.340170
p6392888 GTF2F1 list -0.423828
p6392985 GTF2F1 list -1.635635
m45694827 GTF2F2 list -0.463514
m45710873 GTF2F2 list 3.119302
p45694781 GTF2F2 list -1.296025
p45694817 GTF2F2 list 0.317419
p45694834 GTF2F2 list 0.425257
p45710885 GTF2F2 list 0.636732
p45710891 GTF2F2 list 0.357505
p45723890 GTF2F2 list -0.048072
p45723901 GTF2F2 list -0.468784
p45725848 GTF2F2 list 0.207713
m18354755 GTF2H1 list 2.365086
m18357387 GTF2H1 list -0.272220
m18357430 GTF2H1 list -2.615010
m18359700 GTF2H1 list -0.905834
m18359741 GTF2H1 list -0.318702
p18354680 GTF2H1 list -0.485712
p18357338 GTF2H1 list -1.572373
p18357471 GTF2H1 list -0.089496
p18359706 GTF2H1 list 0.363491
p18359799 GTF2H1 list 0.250624
m124144091 GTF2H3 list -0.388184
m124144101 GTF2H3 list -0.020232
m124144110 GTF2H3 list -0.506733
m124144356 GTF2H3 list -0.975994
p124137076 GTF2H3 list 0.569692
p124137253 GTF2H3 list 0.546125
p124137260 GTF2H3 list -0.471183
p124144055 GTF2H3 list 0.782640
p124144073 GTF2H3 list 0.076695
p124144391 GTF2H3 list -0.718732
m30876854 GTF2H4 list 0.419089
m30876911 GTF2H4 list 0.241169
m30876926 GTF2H4 list 0.254090
p30876841 GTF2H4 list -0.708388
p30876861 GTF2H4 list 1.801296
p30876898 GTF2H4 list 0.042495
p30876917 GTF2H4 list 0.914352
p30876928 GTF2H4 list 0.162452
p30877205 GTF2H4 list -1.065908
p30877216 GTF2H4 list -0.920589
m73922411 GTF2IRD1 list 0.000653
m73922417 GTF2IRD1 list 0.290977
m73922443 GTF2IRD1 list 0.739269
m73922461 GTF2IRD1 list 0.746604
m73922466 GTF2IRD1 list 0.964225
m73922477 GTF2IRD1 list 0.870439
m73922486 GTF2IRD1 list -0.199131
m73922507 GTF2IRD1 list -0.626223
p73922400 GTF2IRD1 list -0.054377
p73922447 GTF2IRD1 list -0.586582
m74103469 GTF2I list -0.106294
m74103492 GTF2I list -0.338980
m74105326 GTF2I list 0.404121
m74105332 GTF2I list -2.021251
m74105341 GTF2I list 2.809664
p74103499 GTF2I list -1.077687
p74105294 GTF2I list -1.727050
p74105315 GTF2I list -0.046608
p74105367 GTF2I list 0.405231
p74113332 GTF2I list 1.394080
m27998883 GTF3A list -1.048834
m27998890 GTF3A list -1.217585
m27998899 GTF3A list -0.750560
m27998914 GTF3A list -1.289261
m27998920 GTF3A list -0.887755
m27998944 GTF3A list -0.754627
m27998976 GTF3A list -1.063254
m27998985 GTF3A list 0.866240
m27999004 GTF3A list -1.423888
p27998922 GTF3A list -0.683979
